suite,access_pattern,pattern,n,logical_n,input_elements,block_size,stride,elapsed_ms,bytes_read,bytes_written,index_bytes_read,effective_bytes,bandwidth_gbs,bandwidth_gbs_est,peak_bandwidth_gbs,peak_bandwidth_pct,flops_per_byte_est,resident_blocks_per_sm_est,active_warps_per_sm_est,max_warps_per_sm,occupancy_est,active_warps_measured,max_warps_measured,occupancy_measured
memory,strided,strided,134217728,16777216,536870912,512,16,2.7727296352386475,67108864,67108864,0,134217728,48.40635246012652,48.40635246012652,495.0,9.779061103055863,0.125,2,32,32,1.0,,,
memory,strided,strided,134217728,16777216,536870912,512,32,2.75765118598938,67108864,67108864,0,134217728,48.67103159453644,48.67103159453644,495.0,9.832531635259887,0.125,2,32,32,1.0,,,
memory,random_gather,random_gather,134217728,16777216,536870912,512,0,7.897504043579102,67108864,67108864,67108864,201326592,25.492432911596204,25.492432911596204,495.0,5.1499864467871115,0.08333333333333333,2,32,32,1.0,,,
memory,coalesced,coalesced,134217728,16777216,536870912,1024,1,0.37547520399093626,67108864,67108864,0,134217728,357.4609629967468,357.4609629967468,495.0,72.21433595893875,0.125,1,32,32,1.0,,,
memory,strided,strided,134217728,16777216,536870912,1024,1,0.37367680072784426,67108864,67108864,0,134217728,359.1813239103202,359.1813239103202,495.0,72.5618836182465,0.125,1,32,32,1.0,,,
memory,strided,strided,134217728,16777216,536870912,1024,2,0.5168703913688659,67108864,67108864,0,134217728,259.67385681455136,259.67385681455136,495.0,52.45936501304068,0.125,1,32,32,1.0,,,
memory,strided,strided,134217728,16777216,536870912,1024,4,0.8152768015861511,67108864,67108864,0,134217728,164.62841545211938,164.62841545211938,495.0,33.258265747902904,0.125,1,32,32,1.0,,,
memory,strided,strided,134217728,16777216,536870912,1024,8,1.4759615898132323,67108864,67108864,0,134217728,90.93578649088278,90.93578649088278,495.0,18.370865957754095,0.125,1,32,32,1.0,,,
memory,strided,strided,134217728,16777216,536870912,1024,16,2.721497583389282,67108864,67108864,0,134217728,49.3175995522468,49.3175995522468,495.0,9.963151424696322,0.125,1,32,32,1.0,,,
memory,strided,strided,134217728,16777216,536870912,1024,32,2.7171903610229493,67108864,67108864,0,134217728,49.395776580581796,49.395776580581796,495.0,9.978944763753898,0.125,1,32,32,1.0,,,
memory,random_gather,random_gather,134217728,16777216,536870912,1024,0,7.836543941497803,67108864,67108864,67108864,201326592,25.690737333059648,25.690737333059648,495.0,5.190047946072656,0.08333333333333333,1,32,32,1.0,,,
